Year,Genre encoded,Votes encoded,Director encoded,Actor 1 encoded,Actor 2 encoded,Actor 3 encoded,Predicted_Rating
1990,5.6,5.8,5.8,5.8,5.8,5.8,5.777645
1950,6.0,5.8,6.0,5.9,5.8,6.3,5.815506
2019,5.6,5.8,5.8,5.8,5.9,5.9,5.796207
1955,6.0,5.8,5.8,5.9,5.4,6.0,5.762774
1978,6.1,5.8,5.0,6.3,5.9,6.1,5.6658993
2009,6.0,6.2,5.4,7.0,6.4,6.4,6.548014
2018,6.0,5.7,4.0,4.2,5.9,6.0,4.5993385
2000,5.4,5.8,5.8,5.0,4.9,5.7,5.514128
1959,5.8,5.8,6.0,6.2,5.8,5.9,5.8003783
1945,6.0,5.8,6.4,5.8,5.8,5.8,5.7785425
1943,6.0,5.8,6.0,5.8,5.8,5.8,5.7857175
1977,5.7,5.7,5.4,5.8,5.6,6.8,5.909911
1987,5.9,5.8,5.8,5.5,5.8,5.9,5.755779
2021,5.7,5.8,5.8,5.8,5.8,5.8,5.796472
1966,5.6,5.7,6.0,6.3,6.3,5.9,6.059674
1993,5.7,5.7,4.9,5.2,5.7,5.6,5.0293665
2019,6.0,5.8,5.1,6.5,6.2,5.9,5.8863263
1992,5.7,5.8,5.8,6.0,5.9,5.9,5.809125
1985,6.0,5.8,5.8,5.8,6.1,5.9,5.829144
1943,5.9,5.7,6.1,5.9,6.0,6.4,6.1901517
1973,6.0,5.8,5.8,5.8,6.0,5.9,5.8505745
1947,6.2,5.7,6.1,6.4,6.2,7.5,7.3296576
1984,6.0,5.8,6.5,6.3,6.7,6.6,6.5443616
2020,6.0,5.8,6.3,5.8,5.2,5.9,5.7930627
2009,6.0,5.8,5.8,5.6,6.1,5.6,5.798261
1936,6.0,5.8,6.5,6.1,5.8,5.8,5.816787
1986,6.0,5.8,5.9,5.8,5.4,5.8,5.8295784
1948,6.0,5.8,5.8,5.9,6.1,5.8,5.801291
2012,6.2,7.1,7.2,7.7,7.1,7.1,7.2600746
2021,5.5,5.7,6.9,7.8,6.8,7.8,7.693479
1959,6.0,5.8,5.8,5.8,5.8,5.8,5.78126
2011,5.8,5.8,5.8,5.8,5.1,4.9,5.6385617
1966,5.8,5.8,5.8,6.2,6.4,6.4,5.9793615
2004,5.6,5.8,5.8,6.0,6.5,6.6,6.031682
2017,6.4,5.7,6.3,6.0,5.9,5.9,6.1410713
2020,6.0,5.8,5.8,6.0,5.9,5.9,5.7924237
2010,6.1,5.6,6.1,6.0,5.9,5.9,5.9973626
1990,5.9,6.5,5.9,5.8,5.3,5.4,5.9575334
2003,5.3,5.8,5.8,6.1,5.6,5.3,5.6403465
1980,5.9,5.8,7.0,6.5,7.2,7.2,7.2574086
2017,5.6,5.5,5.7,5.7,2.9,6.1,4.5265846
1972,5.3,5.6,6.6,6.1,6.1,6.7,6.646698
2018,5.8,5.2,6.3,5.4,5.4,4.8,5.017249
1983,5.7,6.0,6.1,6.0,5.8,5.8,6.1042438
2001,5.4,6.1,5.6,5.6,5.3,6.0,5.6095586
2020,5.8,7.5,7.5,7.5,7.5,7.5,7.4696827
2014,5.6,8.1,7.1,5.8,5.6,5.1,7.9382777
2015,6.4,6.0,6.8,7.9,7.9,7.9,7.801437
2019,6.0,5.8,5.8,7.1,5.9,5.9,6.036542
1992,5.5,4.3,5.2,5.5,4.2,4.3,3.9311051
1999,4.4,5.9,4.5,5.3,4.9,4.2,4.5872874
1992,5.9,6.0,5.2,5.8,6.5,5.6,5.8162055
1936,6.0,5.8,6.0,5.8,5.9,5.8,5.7898254
2018,5.8,3.2,5.7,5.2,5.5,5.8,4.145789
2011,6.0,5.8,5.4,5.6,6.1,5.3,5.6968627
2021,6.0,5.8,6.2,6.5,5.8,5.8,5.841137
2019,5.7,7.0,7.0,6.8,5.9,6.8,6.9467545
2012,6.0,5.7,5.6,6.0,5.9,5.9,5.823399
1988,5.9,4.8,5.7,4.8,5.0,5.5,5.2784314
2001,5.7,5.8,6.3,6.1,5.3,5.8,5.902963
2018,5.7,5.7,6.7,6.8,7.2,5.8,6.760337
2002,5.7,5.6,5.9,6.5,5.7,4.8,5.5499673
1995,5.6,5.5,5.6,5.2,5.6,5.8,5.2585664
1974,6.0,5.8,5.8,5.8,5.8,5.9,5.8014736
1947,6.0,5.8,6.3,6.0,5.8,5.9,5.791196
1968,5.7,5.8,5.8,5.6,5.8,6.1,5.7408495
1947,6.0,5.8,5.8,5.8,5.8,6.4,5.7846894
1934,6.0,5.8,5.8,5.8,5.9,5.9,5.793161
1978,5.4,7.8,6.6,6.0,6.3,5.9,7.791439
1984,6.0,5.8,6.0,5.5,6.0,6.0,5.847154
1961,6.4,6.1,7.0,6.8,6.4,6.5,7.1526184
1990,6.0,5.8,5.8,6.0,5.9,5.9,5.7750297
2004,5.6,5.8,5.8,5.8,5.8,5.9,5.8271027
1951,5.9,5.7,6.1,6.3,6.3,6.6,6.798304
1986,5.5,6.3,6.2,6.3,7.5,7.5,7.304162
1943,6.0,5.4,5.9,5.9,5.9,5.9,5.8507423
1984,6.0,6.1,6.6,7.0,6.2,6.2,6.9969373
2009,6.4,5.8,5.8,6.0,5.9,5.9,5.8309846
1981,6.3,5.8,6.1,6.6,6.0,6.0,6.116649
2004,6.0,5.8,5.8,5.8,5.7,6.1,5.8312283
2018,5.3,5.8,5.8,5.8,5.9,5.9,5.802552
1941,6.0,5.8,6.0,6.0,6.4,7.0,6.4176526
1948,6.0,5.8,6.2,6.0,5.8,6.0,5.8425717
1988,5.3,5.9,4.4,5.0,3.7,5.0,3.9944613
2014,5.6,5.1,4.6,4.0,5.5,4.0,3.9453845
1964,6.0,5.7,5.9,5.9,6.5,6.0,5.9528685
1992,5.8,5.8,5.8,6.0,5.4,5.4,5.822069
2021,6.2,5.8,5.8,6.0,5.9,5.9,5.7898383
2019,5.8,5.8,5.8,5.8,6.7,6.6,6.0006204
2019,5.7,5.8,5.8,5.8,5.9,5.9,5.797194
1984,6.0,6.5,6.3,6.3,6.2,6.4,6.8488207
1999,5.3,5.4,5.7,5.9,5.7,4.6,5.152195
2019,6.1,5.8,5.8,5.8,5.8,5.8,5.788842
2003,5.9,5.3,3.7,5.2,5.0,4.4,3.777685
1987,5.7,5.8,5.9,6.0,5.9,5.9,5.7921677
2004,5.6,5.8,5.8,5.7,5.4,5.8,5.7839727
2019,5.7,5.8,3.9,5.8,5.8,5.8,5.5003676
1953,5.9,5.7,5.0,5.7,5.4,6.3,5.0853176
1934,6.0,5.8,5.8,5.8,5.8,5.8,5.7946625
1996,5.5,6.1,4.0,3.9,5.9,5.3,4.1255646
2018,5.7,5.8,5.8,6.0,5.9,5.9,5.7952847
1947,6.0,5.8,6.0,6.0,5.9,5.9,5.7842965
2016,6.4,7.1,8.5,6.0,5.9,5.9,8.335293
1962,6.0,5.8,6.0,6.2,5.7,5.9,5.776995
1979,6.2,6.2,4.9,5.3,5.6,5.8,5.400954
2010,5.7,4.9,6.0,6.8,6.3,5.8,5.882209
1996,6.0,5.8,5.9,6.0,5.9,5.9,5.8174396
1979,6.0,6.5,6.0,5.7,6.0,6.2,6.5381255
2012,6.0,5.8,5.8,5.8,5.9,5.9,5.795562
2000,6.0,5.8,5.8,5.8,5.9,5.9,5.814088
1980,5.4,5.8,5.8,6.1,6.0,6.0,5.851544
1955,6.0,5.7,6.8,6.1,6.0,6.9,6.7700734
2001,5.6,5.6,4.9,5.0,5.4,4.7,4.4726253
1956,6.0,5.4,6.3,6.0,5.5,5.9,5.52558
1982,5.5,6.6,6.2,5.7,5.1,5.4,6.245875
1955,6.0,5.8,5.7,5.8,5.8,5.8,5.7779555
2014,6.0,6.9,6.9,6.9,6.9,6.2,7.0008764
2012,5.9,6.1,5.9,6.7,6.1,6.5,6.3045535
1940,6.1,5.8,6.0,6.0,6.2,6.1,5.8855853
2016,6.0,5.8,5.8,6.0,5.9,5.9,5.7936525
1979,6.6,5.8,6.5,7.0,9.0,6.2,7.6447535
2016,5.8,5.8,5.8,5.8,5.8,5.9,5.793863
2018,6.1,5.7,6.4,6.4,6.1,5.3,5.996993
2019,6.0,6.4,6.3,6.3,6.3,6.0,6.5144706
2012,6.5,8.2,5.6,6.8,8.2,6.4,8.172527
1972,5.9,5.8,6.6,6.0,6.1,6.8,6.467854
2019,5.5,5.9,5.9,5.9,6.2,5.9,5.9849944
1988,6.1,6.8,6.1,6.1,6.3,6.3,6.718646
1982,5.6,6.1,5.4,6.4,6.3,6.2,6.318365
1990,6.6,7.5,7.3,5.7,5.4,5.7,7.609551
2015,6.0,5.7,5.3,5.5,5.5,5.2,5.120747
1961,6.1,5.8,6.4,6.8,6.4,6.3,6.4666576
1956,6.0,5.8,6.2,5.9,6.0,6.1,5.8837304
1972,5.9,5.7,7.3,6.1,6.8,6.1,6.9895525
1976,5.4,5.8,5.5,5.8,6.0,5.8,5.762024
1969,6.0,6.1,6.6,7.2,6.0,6.7,7.169104
1981,6.1,5.5,5.6,6.0,5.6,5.8,5.664536
2003,5.4,6.3,5.4,5.9,5.0,3.8,4.0688577
1984,6.0,5.8,5.8,5.8,5.8,5.9,5.804612
2007,6.0,5.8,5.8,6.0,5.9,5.9,5.789849
1934,6.0,5.8,6.0,5.8,5.8,5.8,5.7823873
1956,6.1,5.6,6.6,6.0,6.4,6.4,6.637579
1960,5.6,5.8,5.8,5.8,6.0,6.0,5.8025656
1952,6.0,5.9,6.2,6.8,6.4,6.4,6.937183
1945,6.0,5.6,5.9,6.2,6.0,5.4,6.0222607
2012,6.4,5.8,5.8,6.0,5.9,5.9,5.803898
1996,6.7,7.5,6.2,7.5,6.0,5.7,7.8831005
2017,5.8,5.8,5.8,6.0,5.9,5.9,5.7943273
2012,6.4,5.8,5.9,5.9,5.9,5.9,5.8291144
2019,6.0,5.8,6.6,5.7,5.9,5.9,5.9357653
1953,6.0,5.8,5.6,5.9,6.0,5.9,5.777542
1943,6.0,5.8,6.0,5.8,5.9,5.9,5.7946167
1993,5.6,5.8,5.8,5.8,5.9,5.9,5.808513
2005,6.5,7.6,5.9,6.0,7.6,5.8,7.6208262
2016,5.7,5.8,5.8,5.8,5.9,5.9,5.797194
1962,6.1,6.5,6.7,6.1,6.4,6.4,7.0144205
1973,5.7,5.8,5.5,5.8,5.6,5.5,5.6562014
2019,6.0,5.8,5.8,6.0,5.9,5.9,5.7936525
2003,5.8,5.7,6.2,4.8,5.8,5.7,5.6741514
1943,6.0,5.8,5.8,5.8,5.8,5.8,5.7979927
2019,5.7,5.8,5.8,5.8,5.9,5.9,5.797194
1965,6.0,5.8,6.2,5.8,5.8,5.8,5.781188
2009,6.4,5.7,3.9,4.6,4.9,5.4,4.3793917
2021,6.0,5.8,5.8,5.8,5.8,5.8,5.79484
2017,6.0,5.8,7.7,7.7,7.7,7.7,7.7666535
2020,5.3,5.8,5.9,6.2,6.2,6.0,5.8831
1941,5.8,5.8,5.8,5.8,5.9,6.4,5.801624
1976,6.0,6.0,6.6,6.6,6.0,6.2,6.7033496
1981,5.6,5.8,6.3,5.8,5.8,5.8,5.7779555
1962,5.8,5.8,5.5,5.9,5.8,5.8,5.7409463
2018,4.9,5.6,4.8,5.7,6.2,3.5,4.134544
2019,6.0,5.8,5.8,6.0,5.9,5.9,5.7936525
2002,5.7,5.3,5.3,4.2,5.7,5.5,4.778827
1937,5.3,5.8,5.8,5.8,5.8,5.8,5.768615
2000,5.7,5.8,5.8,6.0,5.9,5.9,5.813811
1984,5.5,6.0,6.2,5.4,5.5,6.0,5.9453807
2012,6.0,5.8,6.1,4.3,5.8,5.2,5.8078737
1989,5.7,5.8,5.8,5.8,5.9,5.8,5.776194
1935,6.0,5.8,5.8,5.8,5.8,5.9,5.790787
1999,5.7,5.8,5.8,6.0,5.8,5.4,5.8202076
2014,6.0,5.8,5.8,5.8,5.8,5.8,5.7960687
2009,6.4,5.9,8.3,6.0,5.9,5.9,8.09684
2007,5.8,6.3,8.1,5.8,6.6,6.8,7.57073
1997,5.5,5.9,5.4,5.4,5.0,5.2,5.1266036
2008,5.9,2.7,5.3,4.8,5.9,4.6,3.3991725
1977,5.4,5.8,6.6,6.0,5.8,6.2,6.139145
1978,6.1,5.8,6.5,5.9,6.0,6.1,5.9830956
1961,6.1,5.8,5.8,6.0,5.8,6.0,5.7724485
1983,5.6,5.7,6.4,6.4,5.8,6.4,6.3826566
2000,5.9,5.8,5.8,6.0,5.9,5.9,5.810767
1981,6.0,5.6,5.4,5.3,5.9,5.8,5.4142876
2010,4.2,5.7,4.2,5.8,4.2,4.2,4.47904
1956,5.6,5.7,6.0,5.9,5.9,6.1,5.769846
1992,5.6,5.6,5.4,5.9,5.7,4.5,5.1865635
1987,5.6,5.8,5.8,5.6,5.8,6.1,5.7512097
2004,5.6,7.8,7.8,6.3,6.6,6.3,7.8948383
2017,5.9,5.7,6.7,6.3,6.1,6.1,6.4790525
1976,6.0,5.8,5.8,6.1,5.8,5.4,5.767441
1946,6.0,5.8,5.8,5.8,5.9,5.9,5.7880454
1939,6.0,5.8,5.8,6.0,5.9,5.9,5.7912493
2009,6.0,4.7,5.1,4.8,4.8,4.9,4.612669
2001,6.0,6.8,7.2,5.9,6.5,5.9,7.126169
1939,6.0,5.8,5.8,6.0,5.9,5.9,5.7912493
1972,5.7,5.8,5.8,6.0,5.9,5.9,5.7824636
2009,5.5,6.2,5.8,5.2,5.2,6.2,5.808376
1998,5.6,6.0,4.2,5.3,5.0,5.4,4.7569304
2014,5.6,5.8,5.8,5.8,5.2,5.3,5.743498
2016,5.7,6.5,6.2,6.0,6.3,6.5,6.5691257
1953,6.0,5.8,5.8,5.8,5.8,5.9,5.7821746
2014,5.7,5.4,3.0,3.0,3.0,3.0,2.9788015
1992,5.7,5.8,5.8,5.8,6.0,5.9,5.8183274
2008,5.9,6.9,7.0,5.3,5.5,5.8,6.917279
1962,5.7,5.8,5.9,5.8,5.8,5.8,5.7816477
1969,6.5,5.8,6.0,6.0,5.9,6.4,5.955961
2013,5.3,5.4,3.9,1.9,3.5,1.9,2.1629963
1997,5.3,4.8,4.9,5.3,4.6,5.8,4.6330714
2004,4.7,4.0,5.4,4.2,4.2,6.4,4.1063423
1970,5.6,7.0,5.6,6.8,6.8,6.0,6.9576354
1961,5.6,5.8,6.0,6.3,5.8,5.8,5.817185
1942,6.0,5.8,5.6,5.9,5.9,5.9,5.7614393
1988,6.6,5.8,5.0,5.8,5.8,5.8,5.9336553
2020,6.0,5.7,6.9,8.0,8.0,5.8,7.6846223
1940,6.0,5.8,5.8,5.9,5.9,5.9,5.793161
2016,6.3,5.8,5.8,5.8,5.9,5.9,5.8053527
1981,6.0,5.7,6.4,6.4,6.2,6.0,6.5317297
2008,5.3,5.6,3.8,4.8,3.8,5.4,3.4169168
2001,6.2,7.6,6.8,6.5,5.8,5.6,7.4526854
2013,5.7,5.7,4.4,5.4,4.9,2.9,3.3099363
2019,5.6,5.8,5.8,5.8,5.8,5.8,5.796714
1992,5.7,5.8,5.8,5.8,5.2,4.9,5.5034747
1982,6.0,6.5,5.3,6.7,6.6,5.7,6.562228
1991,5.7,5.8,5.9,5.1,5.7,5.1,5.735315
1968,5.7,5.8,6.2,6.0,5.9,6.4,5.959522
1980,5.1,5.9,5.5,5.3,6.2,6.1,5.683241
1935,6.0,5.8,5.8,6.0,5.9,5.9,5.7884727
1953,6.0,6.1,6.0,6.6,6.5,6.2,6.921321
2019,5.7,5.7,5.2,6.3,6.9,5.8,6.0921535
2009,6.0,6.2,6.5,7.6,7.6,7.6,7.6107264
1952,6.0,5.8,5.8,6.0,5.9,5.9,5.7826366
2005,5.9,6.1,5.4,5.6,5.6,5.6,5.5638742
2005,5.7,5.8,5.8,5.8,5.9,5.9,5.8112187
1974,5.5,5.7,5.7,6.0,6.3,6.0,5.8640537
1939,6.0,5.8,5.6,5.8,5.8,5.8,5.7641907
1942,6.1,5.7,6.1,5.9,6.2,5.8,6.038508
1982,5.6,5.8,5.8,5.8,6.1,5.8,5.8182034
1965,6.1,5.7,6.5,6.0,6.3,6.5,6.507482
1998,5.7,5.8,5.3,6.1,5.8,5.1,5.626865
1941,6.0,5.8,5.8,6.0,5.9,5.9,5.7899995
2004,5.5,4.8,4.8,5.2,5.6,4.2,4.024294
2003,5.3,5.6,5.7,5.0,5.8,4.2,4.720786
2010,5.7,5.8,2.4,3.8,2.4,5.0,2.583278
1990,5.7,5.8,5.8,5.8,5.8,5.9,5.774953
1972,5.6,5.8,5.8,5.7,5.6,5.7,5.6089363
2007,6.2,5.7,5.3,6.2,6.2,6.2,6.096426
2002,5.7,5.8,5.8,5.8,5.8,5.8,5.8184924
2006,5.7,5.8,5.3,5.8,5.6,5.3,5.7344627
2018,5.7,5.7,4.3,4.3,4.3,5.1,4.22063
1937,6.0,5.8,6.1,5.8,5.9,5.8,5.7803593
1962,5.7,6.5,6.2,6.7,6.3,6.1,6.801054
1946,6.0,5.8,5.7,5.8,5.8,6.0,5.7852817
2015,5.7,5.8,3.6,6.0,4.5,4.5,4.106724
1963,5.6,5.6,5.9,5.8,5.8,5.7,5.5821457
2015,5.8,5.8,5.8,5.8,5.8,5.8,5.7967434
1963,6.0,5.6,6.2,6.0,5.8,6.1,6.015679
1938,6.0,5.8,5.8,6.0,5.9,5.9,5.7912493
1990,5.7,5.7,6.3,5.5,6.3,5.9,5.8694954
1998,5.6,8.2,5.5,5.1,5.9,6.1,7.967609
2019,5.3,5.8,5.8,4.7,5.8,5.8,5.7090163
2012,6.0,6.2,6.8,6.8,6.2,5.5,6.456919
1959,5.6,5.8,5.8,6.0,6.2,5.8,5.8087115
2017,5.6,5.8,5.2,5.4,5.8,5.8,5.6826897
1977,6.0,5.8,6.0,5.8,5.8,5.8,5.776951
1954,6.1,5.6,6.1,4.9,6.0,6.1,5.624987
1983,6.0,5.8,5.8,5.8,5.5,5.9,5.85909
1979,5.5,6.0,5.8,6.3,6.2,6.4,6.272699
2003,5.8,5.8,5.8,5.8,5.9,5.9,5.827265
2006,5.9,4.7,4.8,5.4,3.9,4.7,3.922216
2016,6.0,5.8,5.8,5.8,5.4,6.3,5.827501
1994,5.6,5.8,5.8,4.4,6.2,5.8,5.777636
1990,5.3,5.8,5.8,5.4,5.8,5.9,5.653117
1991,5.6,5.8,5.6,6.1,5.7,6.0,5.767738
2013,6.6,5.8,5.8,5.8,5.9,5.9,5.897774
2009,6.0,6.1,4.7,5.5,6.0,4.5,5.2370005
1947,6.0,5.8,5.8,5.8,5.9,5.9,5.7845483
2013,6.0,5.8,5.8,5.8,5.7,5.9,5.7978
2021,5.9,5.8,5.8,6.2,5.8,6.3,5.8653536
2020,6.4,5.8,5.8,5.8,5.9,5.9,5.8045783
1971,6.0,5.4,5.8,6.3,5.8,6.1,5.8414726
1954,6.0,5.8,6.0,6.0,5.8,5.8,5.7695937
1960,6.1,5.8,5.0,5.9,6.1,5.7,5.532612
2021,5.9,5.8,5.8,5.8,5.9,5.9,5.7929215
2016,5.7,4.3,4.8,5.7,5.5,4.3,4.4340305
1965,5.9,6.2,6.8,6.3,6.8,6.8,7.142662
1962,5.6,5.8,6.0,5.8,5.7,6.0,5.791045
1950,6.0,5.8,5.8,6.0,5.9,5.9,5.7826366
1971,5.4,5.8,6.2,5.9,5.9,6.0,5.9315877
1979,5.0,6.6,5.8,6.0,5.9,6.3,6.4595304
2003,5.7,6.0,5.6,5.8,5.5,6.0,5.914328
2000,5.3,5.8,5.8,5.8,5.8,5.9,5.803367
1983,5.6,5.8,5.8,5.8,5.4,5.9,5.8391414
2019,6.5,5.8,5.8,6.0,5.9,5.9,5.80282
2019,5.9,5.8,5.8,5.8,6.4,5.4,5.7840586
2019,6.0,5.8,5.8,5.8,5.8,5.9,5.793188
2015,6.0,5.7,6.4,6.5,7.0,7.0,6.9240155
2002,6.2,6.6,5.4,5.3,6.1,6.1,6.431936
1946,6.0,5.8,5.8,5.8,5.6,5.8,5.7972727
2004,5.7,5.8,5.0,6.0,5.3,5.4,5.5340295
2001,5.7,3.9,4.9,4.8,5.8,5.3,4.2563214
1954,6.0,5.8,5.8,5.9,6.0,6.2,5.7892413
1935,6.0,5.8,5.9,5.8,5.8,5.8,5.7946625
1973,6.0,6.0,5.9,6.2,5.6,5.8,6.0319963
1936,6.0,5.8,6.1,6.0,5.9,5.9,5.7872853
1985,5.5,6.2,5.2,5.2,5.7,6.0,5.5013633
2014,5.9,5.5,5.7,6.7,5.1,5.5,5.735337
1991,6.1,5.3,4.0,5.6,5.1,5.5,4.432457
1977,5.9,5.8,5.8,6.2,6.1,6.4,5.9191966
2005,5.7,3.6,5.4,5.0,3.6,3.6,3.335086
1993,5.7,5.8,4.8,5.4,5.3,5.4,5.265732
2016,5.8,5.6,6.7,6.7,6.3,5.9,6.483388
2012,5.9,5.3,5.3,5.0,5.9,5.3,5.123317
1995,5.6,5.8,5.7,5.8,5.8,5.9,5.8046637
2021,6.0,5.8,6.1,5.8,5.9,5.8,5.7571955
2007,6.0,6.0,6.3,6.3,6.3,6.3,6.525506
1938,6.0,5.8,5.8,5.8,6.2,5.7,5.83162
1979,6.3,7.7,7.0,6.0,6.7,6.0,7.662272
1931,6.0,5.8,5.8,5.8,5.9,5.8,5.7917
2007,5.7,7.5,6.6,6.0,5.7,7.5,7.4442043
1995,5.5,4.3,4.4,5.7,5.7,4.4,4.2088737
2011,5.7,6.2,4.9,4.9,4.9,4.9,4.766618
1964,5.6,5.8,5.8,5.8,5.9,5.8,5.7744045
2012,6.0,6.2,7.5,7.5,7.5,7.5,7.4678583
2005,5.3,5.8,5.8,6.1,5.9,5.9,5.7954116
2020,5.8,5.8,5.8,5.8,5.8,5.8,5.7955146
1992,6.0,5.8,4.9,5.7,5.8,5.8,5.7176394
1994,5.5,5.9,5.4,5.6,4.9,4.5,4.8290925
1991,6.0,6.1,6.6,6.1,5.9,5.1,6.0429473
2005,5.7,5.8,5.8,5.8,5.2,5.8,5.815494
2017,6.1,3.9,4.3,4.3,5.4,3.9,3.8413064
2015,5.7,5.8,5.8,5.8,5.9,5.9,5.797194
1993,6.0,5.6,6.0,5.2,5.2,5.2,5.2415705
2012,5.6,5.7,4.2,4.2,4.2,5.2,4.032323
2016,6.0,5.8,6.6,6.6,6.6,6.6,6.5204873
1969,6.0,5.8,6.1,5.8,5.7,5.9,5.7658057
1988,5.9,5.8,6.0,5.8,5.8,5.9,5.783017
2020,4.6,5.7,5.2,2.4,5.3,5.4,3.4804208
2019,6.0,5.8,5.0,5.7,6.3,6.5,5.850316
2011,5.7,5.7,4.0,2.8,5.8,4.0,3.572978
1962,5.8,5.8,5.8,5.8,6.2,6.1,5.825347
2004,5.5,5.7,5.9,6.0,5.9,5.9,5.85518
2005,5.7,5.8,5.8,5.8,5.9,5.9,5.8112187
1996,5.5,6.1,6.2,5.0,5.4,5.8,5.704598
1954,6.0,6.0,7.2,6.4,6.0,5.9,6.8349895
2014,6.1,5.8,5.8,6.0,5.9,5.9,5.7887855
1982,6.4,5.8,7.0,5.8,5.9,5.9,6.2955995
1984,6.0,5.7,5.3,6.3,6.1,5.6,5.886947
1956,6.0,5.8,5.8,6.0,6.1,5.7,5.7815013
2016,5.8,5.4,4.7,4.6,5.0,6.2,4.6431665
1952,6.0,5.8,6.1,5.8,5.6,6.2,5.85417
1972,4.6,6.0,5.9,5.4,5.6,5.6,5.010087
1953,5.8,5.8,5.8,6.1,6.0,5.8,5.8041105
2002,5.9,3.9,4.8,5.2,4.5,4.3,3.560226
1996,5.9,4.8,5.7,5.3,5.1,4.0,3.7523794
2005,5.7,5.8,5.8,5.5,5.3,5.9,5.8010936
1933,5.9,5.7,6.0,6.2,6.2,6.2,6.28829
1949,5.7,5.8,5.8,5.8,6.0,5.9,5.8101954
2021,5.5,5.7,8.3,8.3,8.3,8.3,8.415791
2010,6.1,5.8,4.4,4.4,4.4,5.4,4.516577
2015,5.6,3.5,5.8,3.9,3.5,4.7,3.610048
1988,5.3,7.0,6.2,5.6,5.8,5.5,6.6763353
2007,5.7,6.9,5.4,5.5,5.8,6.4,6.782685
1946,6.0,5.8,5.8,5.8,5.9,5.8,5.7865844
1989,5.5,5.8,6.1,5.8,5.8,6.0,5.763493
2019,5.8,5.8,5.5,6.0,5.9,5.9,5.7706366
2019,6.0,5.8,5.8,6.0,5.9,5.9,5.7936525
1971,5.5,5.7,6.2,5.8,6.2,5.2,5.6302032
1954,6.0,5.8,5.8,5.8,5.9,5.9,5.779091
2018,6.1,8.3,8.3,8.3,8.3,6.7,8.360489
1956,6.0,5.8,6.4,5.4,5.5,5.8,5.746089
2009,5.7,5.3,6.8,6.8,6.4,6.3,6.5791197
1973,5.6,5.8,5.8,5.9,6.0,5.7,5.8185945
1991,5.9,5.6,5.5,5.9,5.8,5.7,5.5537333
1984,5.7,5.8,5.8,5.8,5.8,5.8,5.808875
2019,5.9,5.8,5.8,5.8,5.8,5.8,5.794657
1937,6.0,5.8,5.8,6.0,5.9,5.9,5.790933
1982,6.1,5.7,4.8,5.3,5.9,6.2,5.3190055
1945,6.0,5.8,5.8,5.9,6.1,6.1,5.793548
1973,6.2,5.7,7.3,5.7,6.4,7.2,6.9158955
2017,6.0,5.7,6.8,6.8,6.8,6.6,6.828611
1961,6.2,6.0,6.6,6.7,6.4,6.4,6.9192734
2020,6.0,5.8,5.8,5.8,5.8,5.8,5.79484
1962,6.0,5.8,5.7,6.4,6.3,6.4,6.099748
1994,6.0,5.8,5.8,5.8,5.2,5.8,5.761007
1977,6.0,5.8,6.3,6.1,5.8,5.8,5.804402
2018,6.0,5.4,5.8,6.2,5.8,5.8,5.8183975
1996,5.7,6.2,4.4,6.7,4.8,4.0,4.5277944
1954,5.6,5.8,5.8,5.8,5.9,5.7,5.7434855
1946,6.0,5.8,6.2,5.9,6.3,5.9,5.939994
2020,5.4,6.9,7.3,5.6,6.1,7.0,6.8458877
1999,5.6,5.7,5.3,5.7,4.8,5.0,4.715515
2004,5.1,5.6,4.8,4.9,2.4,6.2,3.4213347
2000,5.6,5.8,4.9,5.8,5.8,5.8,5.76897
2019,5.0,5.8,5.8,6.0,5.9,5.9,5.810499
1980,6.0,6.1,5.3,6.3,5.6,6.6,6.0141373
1988,6.0,5.8,5.8,5.8,5.6,5.8,5.8069205
2017,6.0,5.2,4.4,4.1,4.9,4.8,4.289984
1961,5.6,5.8,5.8,5.8,6.5,5.8,5.8006063
2001,4.6,5.9,5.8,6.0,5.1,5.0,5.6215057
1972,6.1,6.0,6.6,6.6,6.6,6.6,6.9796796
1959,6.1,5.7,5.7,5.8,6.0,6.2,5.88389
1965,5.6,5.8,5.8,5.8,5.8,6.0,5.77652
2008,5.6,5.8,5.7,5.8,5.8,6.1,5.7766266
1957,5.7,5.9,5.4,5.9,6.5,6.4,6.063286
1995,5.6,5.8,5.0,5.2,5.1,4.6,4.6573586
2005,5.8,6.7,6.2,5.5,5.6,5.4,6.4001293
2016,6.7,7.9,7.2,6.8,5.9,5.5,8.026658
1984,6.0,5.8,5.8,5.8,5.9,5.9,5.806986
1975,6.0,5.8,6.6,5.4,5.8,5.5,5.7874956
2018,5.6,6.5,7.0,7.4,7.4,7.7,7.4829774
1985,5.5,5.6,5.0,4.4,5.7,6.0,4.45604
1994,5.7,5.8,5.8,5.3,5.5,5.2,5.6822224
1954,6.0,5.8,6.2,6.0,5.7,5.8,5.796192
2018,5.6,5.5,4.2,4.2,4.2,4.2,4.0727735
1938,6.0,5.8,6.0,5.9,5.8,5.8,5.7823873
1986,6.0,6.2,5.8,6.4,5.3,5.6,6.0304503
1943,6.0,5.8,5.9,5.8,5.8,5.8,5.7979927
2005,5.6,5.8,5.8,6.2,5.8,5.9,5.82986
1954,6.2,5.7,6.0,6.2,6.0,6.5,6.4778194
2019,5.9,6.8,6.8,6.8,6.8,6.8,6.896286
